text,label
"Subject: Your account has been suspended

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 7300.",1
"Subject: HR: Mandatory safety update and verification link

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 4290.",1
"Subject: Happy Friday - Lunch plans?

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #71925.",0
"Subject: Your account has been suspended

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 8912.",1
"Subject: Expense report approved for trip

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #31950.",0
"Subject: Security Alert: Unusual login activity detected

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 5814.",1
"Subject: HR: Mandatory safety update and verification link

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 3918.",1
"Subject: Invoice payment overdue - Action required

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 5858.",1
"Subject: Welcome to the team!

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #54302.",0
"Subject: Vacation approval notification

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #61317.",0
"Subject: Confirm your password change request

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 2702.",1
"Subject: Action Required: Update your billing information

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 8505.",1
"Subject: IT Support: System upgrade password confirmation needed

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 4941.",1
"Subject: Confirm your password change request

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 4666.",1
"Subject: Your account has been suspended

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 3550.",1
"Subject: Vacation approval notification

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #87347.",0
"Subject: IT Support: System upgrade password confirmation needed

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 5153.",1
"Subject: System maintenance schedule: Friday 10 PM

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #19023.",0
"Subject: System maintenance schedule: Friday 10 PM

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #98054.",0
"Subject: Welcome to the team!

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #10463.",0
"Subject: HR: Mandatory safety update and verification link

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 5340.",1
"Subject: System maintenance schedule: Friday 10 PM

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #10921.",0
"Subject: Confirm your password change request

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 9933.",1
"Subject: Security Alert: Unusual login activity detected

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 9191.",1
"Subject: System maintenance schedule: Friday 10 PM

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #35868.",0
"Subject: HR: Mandatory safety update and verification link

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 1159.",1
"Subject: Vacation approval notification

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #84958.",0
"Subject: Invoice payment overdue - Action required

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 9172.",1
"Subject: Happy Friday - Lunch plans?

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #90619.",0
"Subject: Feedback requested: New policy document

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #14196.",0
"Subject: HR: Mandatory safety update and verification link

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 6873.",1
"Subject: Project Status Update - Phase 2

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #63271.",0
"Subject: Security Alert: Unusual login activity detected

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 4406.",1
"Subject: Security Alert: Unusual login activity detected

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 2757.",1
"Subject: Expense report approved for trip

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #20525.",0
"Subject: Quarterly financial report review

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #34394.",0
"Subject: IT Support: System upgrade password confirmation needed

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 6229.",1
"Subject: Your account has been suspended

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 9461.",1
"Subject: Security Alert: Unusual login activity detected

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 3249.",1
"Subject: Invoice payment overdue - Action required

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 1072.",1
"Subject: Security Alert: Unusual login activity detected

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 5118.",1
"Subject: Welcome to the team!

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #85153.",0
"Subject: Feedback requested: New policy document

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #48973.",0
"Subject: Action Required: Update your billing information

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 4547.",1
"Subject: IT Support: System upgrade password confirmation needed

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 2467.",1
"Subject: Weekly Team Sync Meeting

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #31980.",0
"Subject: Project Status Update - Phase 2

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #23696.",0
"Subject: URGENT: Verify your account immediately

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 9673.",1
"Subject: Feedback requested: New policy document

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #49521.",0
"Subject: You have won a free gift card! Claim now

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 8967.",1
"Subject: System maintenance schedule: Friday 10 PM

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #31630.",0
"Subject: Tech Talk: Intro to Machine Learning

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #46890.",0
"Subject: You have won a free gift card! Claim now

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 2857.",1
"Subject: HR: Mandatory safety update and verification link

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 1389.",1
"Subject: Welcome to the team!

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #94203.",0
"Subject: Confirm your password change request

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 7126.",1
"Subject: Welcome to the team!

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #43988.",0
"Subject: Your account has been suspended

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 5198.",1
"Subject: Welcome to the team!

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #64927.",0
"Subject: Weekly Team Sync Meeting

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #13133.",0
"Subject: Welcome to the team!

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #86979.",0
"Subject: HR: Mandatory safety update and verification link

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 3150.",1
"Subject: Project Status Update - Phase 2

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #83445.",0
"Subject: System maintenance schedule: Friday 10 PM

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #67728.",0
"Subject: Your account has been suspended

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 9722.",1
"Subject: Invoice payment overdue - Action required

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 3880.",1
"Subject: Happy Friday - Lunch plans?

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #87632.",0
"Subject: Your account has been suspended

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 2934.",1
"Subject: IT Support: System upgrade password confirmation needed

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 6595.",1
"Subject: Happy Friday - Lunch plans?

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #34027.",0
"Subject: Your account has been suspended

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 7302.",1
"Subject: Action Required: Update your billing information

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 3359.",1
"Subject: IT Support: System upgrade password confirmation needed

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 3063.",1
"Subject: Tech Talk: Intro to Machine Learning

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #17471.",0
"Subject: Tech Talk: Intro to Machine Learning

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #47077.",0
"Subject: Invoice payment overdue - Action required

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 3416.",1
"Subject: Weekly Team Sync Meeting

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #72838.",0
"Subject: Project Status Update - Phase 2

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #42804.",0
"Subject: Vacation approval notification

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #88517.",0
"Subject: Vacation approval notification

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #99538.",0
"Subject: Security Alert: Unusual login activity detected

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 6637.",1
"Subject: System maintenance schedule: Friday 10 PM

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #51424.",0
"Subject: Happy Friday - Lunch plans?

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #32441.",0
"Subject: Welcome to the team!

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #33004.",0
"Subject: Weekly Team Sync Meeting

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #84519.",0
"Subject: System maintenance schedule: Friday 10 PM

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #57682.",0
"Subject: Your account has been suspended

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 9855.",1
"Subject: Expense report approved for trip

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #85039.",0
"Subject: Invoice payment overdue - Action required

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 9089.",1
"Subject: Project Status Update - Phase 2

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #72230.",0
"Subject: Security Alert: Unusual login activity detected

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 6299.",1
"Subject: Expense report approved for trip

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #67656.",0
"Subject: You have won a free gift card! Claim now

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 6204.",1
"Subject: HR: Mandatory safety update and verification link

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 6218.",1
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #90442.",0
"Subject: Tech Talk: Intro to Machine Learning

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #59414.",0
"Subject: Weekly Team Sync Meeting

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #75913.",0
"Subject: Action Required: Update your billing information

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 2633.",1
"Subject: Vacation approval notification

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #11349.",0
"Subject: Welcome to the team!

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #10720.",0
"Subject: Weekly Team Sync Meeting

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #58637.",0
"Subject: Invoice payment overdue - Action required

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 8611.",1
"Subject: You have won a free gift card! Claim now

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 4167.",1
"Subject: You have won a free gift card! Claim now

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 1409.",1
"Subject: Confirm your password change request

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 5019.",1
"Subject: Welcome to the team!

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #67304.",0
"Subject: Action Required: Update your billing information

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 2284.",1
"Subject: Security Alert: Unusual login activity detected

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 5379.",1
"Subject: Weekly Team Sync Meeting

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #34827.",0
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #37705.",0
"Subject: Confirm your password change request

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 6294.",1
"Subject: Feedback requested: New policy document

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #34236.",0
"Subject: URGENT: Verify your account immediately

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 2922.",1
"Subject: URGENT: Verify your account immediately

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 7108.",1
"Subject: Happy Friday - Lunch plans?

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #77724.",0
"Subject: Happy Friday - Lunch plans?

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #65685.",0
"Subject: Security Alert: Unusual login activity detected

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 4629.",1
"Subject: Confirm your password change request

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 9627.",1
"Subject: Feedback requested: New policy document

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #60250.",0
"Subject: Invoice payment overdue - Action required

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 2158.",1
"Subject: URGENT: Verify your account immediately

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 4757.",1
"Subject: Welcome to the team!

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #69298.",0
"Subject: Expense report approved for trip

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #55831.",0
"Subject: Weekly Team Sync Meeting

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #37548.",0
"Subject: Project Status Update - Phase 2

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #59656.",0
"Subject: Expense report approved for trip

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #62793.",0
"Subject: Vacation approval notification

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #82882.",0
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #91926.",0
"Subject: Invoice payment overdue - Action required

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 6941.",1
"Subject: System maintenance schedule: Friday 10 PM

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #87313.",0
"Subject: Security Alert: Unusual login activity detected

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 2954.",1
"Subject: Invoice payment overdue - Action required

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 6159.",1
"Subject: Weekly Team Sync Meeting

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #44965.",0
"Subject: Quarterly financial report review

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #31556.",0
"Subject: System maintenance schedule: Friday 10 PM

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #56853.",0
"Subject: Project Status Update - Phase 2

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #21878.",0
"Subject: Quarterly financial report review

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #56374.",0
"Subject: Confirm your password change request

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 5780.",1
"Subject: Quarterly financial report review

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #62348.",0
"Subject: Expense report approved for trip

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #86606.",0
"Subject: You have won a free gift card! Claim now

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 3893.",1
"Subject: Your account has been suspended

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 2769.",1
"Subject: Weekly Team Sync Meeting

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #63274.",0
"Subject: Happy Friday - Lunch plans?

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #72048.",0
"Subject: Expense report approved for trip

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #72601.",0
"Subject: Weekly Team Sync Meeting

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #32250.",0
"Subject: Your account has been suspended

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 6772.",1
"Subject: Happy Friday - Lunch plans?

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #88711.",0
"Subject: Tech Talk: Intro to Machine Learning

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #33469.",0
"Subject: Your account has been suspended

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 4507.",1
"Subject: Invoice payment overdue - Action required

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 1876.",1
"Subject: IT Support: System upgrade password confirmation needed

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 7610.",1
"Subject: You have won a free gift card! Claim now

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 1754.",1
"Subject: Expense report approved for trip

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #30189.",0
"Subject: Feedback requested: New policy document

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #17055.",0
"Subject: IT Support: System upgrade password confirmation needed

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 8783.",1
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #95701.",0
"Subject: Invoice payment overdue - Action required

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 8228.",1
"Subject: Invoice payment overdue - Action required

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 9176.",1
"Subject: You have won a free gift card! Claim now

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 2728.",1
"Subject: Vacation approval notification

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #21278.",0
"Subject: IT Support: System upgrade password confirmation needed

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 3875.",1
"Subject: Invoice payment overdue - Action required

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 8693.",1
"Subject: Action Required: Update your billing information

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 8093.",1
"Subject: Invoice payment overdue - Action required

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 4446.",1
"Subject: Weekly Team Sync Meeting

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #44970.",0
"Subject: System maintenance schedule: Friday 10 PM

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #16187.",0
"Subject: Crypto alert: Double your investments today

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 2514.",1
"Subject: Vacation approval notification

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #71751.",0
"Subject: System maintenance schedule: Friday 10 PM

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #46689.",0
"Subject: System maintenance schedule: Friday 10 PM

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #35087.",0
"Subject: Project Status Update - Phase 2

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #10674.",0
"Subject: Crypto alert: Double your investments today

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 7248.",1
"Subject: HR: Mandatory safety update and verification link

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 2048.",1
"Subject: Happy Friday - Lunch plans?

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #25112.",0
"Subject: You have won a free gift card! Claim now

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 3595.",1
"Subject: IT Support: System upgrade password confirmation needed

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 1662.",1
"Subject: Vacation approval notification

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #66960.",0
